date,MACD_Signal,MACD_Hist,MACD
2010-03-11,-0.1298,0.1068,-0.023
2010-03-12,-0.0999,0.1195,0.0196
2010-03-15,-0.069,0.1234,0.0544
2010-03-16,-0.0378,0.1251,0.0873
2010-03-17,-0.0036,0.1365,0.1329
2010-03-18,0.0302,0.1353,0.1655
2010-03-19,0.0617,0.1259,0.1876
2010-03-22,0.0901,0.1135,0.2035
2010-03-23,0.1192,0.1168,0.236
2010-03-24,0.1435,0.097,0.2405
2010-03-25,0.1688,0.1011,0.2699
2010-03-26,0.1874,0.0746,0.262
2010-03-29,0.1994,0.0478,0.2472
2010-03-30,0.2089,0.0382,0.2472
2010-03-31,0.2083,-0.0025,0.2059
2010-04-01,0.1989,-0.0379,0.161
2010-04-05,0.1856,-0.0529,0.1327
2010-04-06,0.1711,-0.058,0.1131
2010-04-07,0.1566,-0.0579,0.0988
2010-04-08,0.1517,-0.0198,0.1319
2010-04-09,0.1593,0.0306,0.1899
2010-04-12,0.1738,0.0578,0.2316
2010-04-13,0.1934,0.0785,0.2719
2010-04-14,0.2207,0.1093,0.33
2010-04-15,0.2517,0.124,0.3757
2010-04-16,0.2796,0.1116,0.3913
2010-04-19,0.3094,0.119,0.4284
2010-04-20,0.3432,0.1351,0.4783
2010-04-21,0.3765,0.1332,0.5097
2010-04-22,0.4078,0.1253,0.5331
2010-04-23,0.4284,0.0826,0.511
2010-04-26,0.4427,0.0572,0.4999
2010-04-27,0.447,0.0173,0.4643
2010-04-28,0.4449,-0.0085,0.4364
2010-04-29,0.4393,-0.0224,0.4169
2010-04-30,0.4234,-0.0638,0.3596
2010-05-03,0.406,-0.0695,0.3365
2010-05-04,0.3761,-0.1197,0.2563
2010-05-05,0.3345,-0.1662,0.1683
2010-05-06,0.2732,-0.2452,0.028
2010-05-07,0.1898,-0.3335,-0.1437
2010-05-10,0.1082,-0.3265,-0.2183
2010-05-11,0.0307,-0.3098,-0.2791
2010-05-12,-0.0312,-0.2477,-0.2789
2010-05-13,-0.0833,-0.2082,-0.2915
2010-05-14,-0.1311,-0.1916,-0.3227
2010-05-17,-0.1735,-0.1693,-0.3428
2010-05-18,-0.2151,-0.1667,-0.3819
2010-05-19,-0.2595,-0.1772,-0.4367
2010-05-20,-0.3205,-0.2443,-0.5648
2010-05-21,-0.3925,-0.2878,-0.6802
2010-05-24,-0.4757,-0.3328,-0.8084
2010-05-25,-0.5636,-0.352,-0.9156
2010-05-26,-0.6656,-0.408,-1.0737
2010-05-27,-0.7538,-0.3525,-1.1063
2010-05-28,-0.8301,-0.3052,-1.1353
2010-06-01,-0.8916,-0.2462,-1.1378
2010-06-02,-0.9296,-0.1518,-1.0814
2010-06-03,-0.9422,-0.0507,-0.9929
2010-06-04,-0.9533,-0.0443,-0.9977
2010-06-07,-0.9686,-0.0612,-1.0299
2010-06-08,-0.9865,-0.0713,-1.0578
2010-06-09,-1.0078,-0.0853,-1.0931
2010-06-10,-1.0245,-0.067,-1.0915
2010-06-11,-1.0247,-0.0006,-1.0252
2010-06-14,-1.0147,0.0399,-0.9748
2010-06-15,-0.9792,0.1419,-0.8374
2010-06-16,-0.9316,0.1905,-0.7411
2010-06-17,-0.8759,0.2227,-0.6533
2010-06-18,-0.815,0.2436,-0.5714
2010-06-21,-0.76,0.2201,-0.5399
2010-06-22,-0.7127,0.1893,-0.5234
2010-06-23,-0.6784,0.1371,-0.5413
2010-06-24,-0.6575,0.0837,-0.5738
2010-06-25,-0.652,0.022,-0.63
2010-06-28,-0.6585,-0.0261,-0.6846
2010-06-29,-0.6867,-0.1127,-0.7993
2010-06-30,-0.7301,-0.1739,-0.904
2010-07-01,-0.7769,-0.1869,-0.9638
2010-07-02,-0.8197,-0.1712,-0.9909
2010-07-06,-0.8471,-0.1098,-0.9569
2010-07-07,-0.8539,-0.0272,-0.8811
2010-07-08,-0.8437,0.0408,-0.803
2010-07-09,-0.8237,0.08,-0.7437
2010-07-12,-0.7878,0.1437,-0.6441
2010-07-13,-0.7372,0.2024,-0.5348
2010-07-14,-0.6735,0.2551,-0.4184
2010-07-15,-0.6021,0.2853,-0.3168
2010-07-16,-0.5383,0.2552,-0.2831
2010-07-19,-0.4759,0.2496,-0.2263
2010-07-20,-0.4126,0.2533,-0.1593
2010-07-21,-0.3568,0.2231,-0.1337
2010-07-22,-0.2964,0.2417,-0.0547
2010-07-23,-0.236,0.2415,0.0055
2010-07-26,-0.1737,0.2493,0.0757
2010-07-27,-0.112,0.2466,0.1346
2010-07-28,-0.0571,0.2196,0.1625
2010-07-29,-0.0079,0.1968,0.1888
2010-07-30,0.0316,0.1582,0.1898
2010-08-02,0.0713,0.1586,0.2298
2010-08-03,0.106,0.139,0.2451
2010-08-04,0.1288,0.0911,0.2199
2010-08-05,0.1368,0.0321,0.1689
2010-08-06,0.1377,0.0037,0.1414
2010-08-09,0.1348,-0.0117,0.1231
2010-08-10,0.1207,-0.0565,0.0642
2010-08-11,0.0967,-0.0961,0.0006
2010-08-12,0.0616,-0.1403,-0.0787
2010-08-13,0.0198,-0.167,-0.1472
2010-08-16,-0.0224,-0.1688,-0.1912
2010-08-17,-0.0592,-0.1475,-0.2067
2010-08-18,-0.0889,-0.1188,-0.2077
2010-08-19,-0.1184,-0.118,-0.2365
2010-08-20,-0.1494,-0.1237,-0.2731
2010-08-23,-0.1784,-0.1162,-0.2946
2010-08-24,-0.2082,-0.1191,-0.3273
2010-08-25,-0.2354,-0.109,-0.3444
2010-08-26,-0.2636,-0.1126,-0.3762
2010-08-27,-0.2885,-0.0996,-0.3881
2010-08-30,-0.314,-0.1021,-0.416
2010-08-31,-0.3406,-0.1066,-0.4472
2010-09-01,-0.3589,-0.0729,-0.4318
2010-09-02,-0.3694,-0.0422,-0.4116
2010-09-03,-0.3682,0.005,-0.3632
2010-09-07,-0.364,0.0166,-0.3475
2010-09-08,-0.358,0.0244,-0.3336
2010-09-09,-0.3489,0.0364,-0.3125
2010-09-10,-0.3401,0.0349,-0.3052
2010-09-13,-0.3112,0.1157,-0.1955
2010-09-14,-0.2717,0.158,-0.1137
2010-09-15,-0.2257,0.1842,-0.0415
2010-09-16,-0.174,0.2067,0.0327
2010-09-17,-0.1229,0.2045,0.0816
2010-09-20,-0.0711,0.2069,0.1358
2010-09-21,-0.026,0.1804,0.1544
2010-09-22,0.004,0.1201,0.1241
2010-09-23,0.0201,0.0645,0.0846
2010-09-24,0.0321,0.0481,0.0802
2010-09-27,0.0402,0.0323,0.0724
2010-09-28,0.0444,0.0168,0.0612
2010-09-29,0.043,-0.0055,0.0375
2010-09-30,0.0379,-0.0203,0.0177
2010-10-01,0.029,-0.0358,-0.0068
2010-10-04,0.0105,-0.0739,-0.0634
2010-10-05,-0.006,-0.0659,-0.0719
2010-10-06,-0.0191,-0.0523,-0.0714
2010-10-07,-0.0277,-0.0345,-0.0622
2010-10-08,-0.0324,-0.0187,-0.0511
2010-10-11,-0.0339,-0.0063,-0.0402
2010-10-12,-0.0296,0.0175,-0.0121
2010-10-13,-0.0135,0.0643,0.0508
2010-10-14,0.0073,0.0833,0.0907
2010-10-15,0.035,0.1106,0.1456
2010-10-18,0.0699,0.1395,0.2094
2010-10-19,0.0958,0.1037,0.1995
2010-10-20,0.1179,0.0883,0.2062
2010-10-21,0.1379,0.08,0.2179
2010-10-22,0.1545,0.0667,0.2212
2010-10-25,0.1649,0.0414,0.2063
2010-10-26,0.1817,0.0672,0.2489
2010-10-27,0.2036,0.0878,0.2914
2010-10-28,0.2309,0.1089,0.3398
2010-10-29,0.2656,0.1389,0.4045
2010-11-01,0.3071,0.1662,0.4733
2010-11-02,0.3571,0.1998,0.5569
2010-11-03,0.4032,0.1842,0.5874
2010-11-04,0.4452,0.1681,0.6133
2010-11-05,0.4769,0.1267,0.6035
2010-11-08,0.4986,0.0871,0.5858
2010-11-09,0.5142,0.0622,0.5764
2010-11-10,0.5237,0.038,0.5616
2010-11-11,0.5235,-0.0006,0.5229
2010-11-12,0.5096,-0.0556,0.454
2010-11-15,0.4855,-0.0964,0.3892
2010-11-16,0.449,-0.1461,0.3029
2010-11-17,0.4017,-0.1891,0.2126
2010-11-18,0.3536,-0.1927,0.1609
2010-11-19,0.3042,-0.1975,0.1067
2010-11-22,0.2566,-0.1904,0.0662
2010-11-23,0.2023,-0.2172,-0.0149
2010-11-24,0.1502,-0.2085,-0.0583
2010-11-26,0.0999,-0.2011,-0.1013
2010-11-29,0.0541,-0.1831,-0.129
2010-11-30,0.0126,-0.166,-0.1534
2010-12-01,-0.0116,-0.0968,-0.1083
2010-12-02,-0.0101,0.006,-0.004
2010-12-03,0.0096,0.0786,0.0881
2010-12-06,0.0367,0.1083,0.145
2010-12-07,0.0674,0.1229,0.1902
2010-12-08,0.1043,0.1479,0.2523
2010-12-09,0.1407,0.1453,0.286
2010-12-10,0.1785,0.1514,0.3299
2010-12-13,0.2134,0.1396,0.353
2010-12-14,0.2501,0.1468,0.397
2010-12-15,0.2892,0.1561,0.4452
2010-12-16,0.3291,0.1598,0.489
2010-12-17,0.3655,0.1454,0.5109
2010-12-20,0.3953,0.1195,0.5148
2010-12-21,0.4228,0.11,0.5328
2010-12-22,0.4483,0.1019,0.5502
2010-12-23,0.4719,0.0946,0.5665
2010-12-27,0.4884,0.066,0.5545
2010-12-28,0.4975,0.0364,0.534
2010-12-29,0.4998,0.0089,0.5086
2010-12-30,0.4945,-0.0211,0.4734
2010-12-31,0.4846,-0.0395,0.4452
2011-01-03,0.4724,-0.0488,0.4236
2011-01-04,0.46,-0.0496,0.4104
2011-01-05,0.4457,-0.0573,0.3884
2011-01-06,0.443,-0.0108,0.4322
2011-01-07,0.4432,0.0008,0.444
2011-01-10,0.4381,-0.0202,0.4179
2011-01-11,0.4273,-0.0434,0.3839
2011-01-12,0.4194,-0.0314,0.388
2011-01-13,0.4072,-0.0491,0.3581
2011-01-14,0.3936,-0.0543,0.3393
2011-01-18,0.3848,-0.0353,0.3495
2011-01-19,0.3755,-0.0372,0.3383
2011-01-20,0.3636,-0.0473,0.3163
2011-01-21,0.3447,-0.0758,0.2689
2011-01-24,0.3272,-0.0698,0.2575
2011-01-25,0.312,-0.0609,0.2512
2011-01-26,0.3036,-0.0339,0.2697
2011-01-27,0.3005,-0.0122,0.2883
2011-01-28,0.2825,-0.0722,0.2103
2011-01-31,0.2549,-0.1102,0.1447
2011-02-01,0.2265,-0.1135,0.1131
2011-02-02,0.1978,-0.115,0.0828
2011-02-03,0.1652,-0.1303,0.035
2011-02-04,0.1335,-0.1268,0.0067
2011-02-07,0.1105,-0.092,0.0185
2011-02-08,0.0953,-0.0609,0.0344
2011-02-09,0.0805,-0.059,0.0215
2011-02-10,0.0592,-0.0855,-0.0263
2011-02-11,0.0307,-0.1141,-0.0834
2011-02-14,-0.0012,-0.1276,-0.1288
2011-02-15,-0.0379,-0.1466,-0.1845
2011-02-16,-0.0745,-0.1466,-0.2212
2011-02-17,-0.1061,-0.1262,-0.2323
2011-02-18,-0.1349,-0.1153,-0.2503
2011-02-22,-0.1677,-0.1313,-0.299
2011-02-23,-0.2009,-0.1328,-0.3338
2011-02-24,-0.2293,-0.1135,-0.3429
2011-02-25,-0.2562,-0.1074,-0.3636
2011-02-28,-0.2796,-0.0937,-0.3734
2011-03-01,-0.3057,-0.1045,-0.4102
2011-03-02,-0.3328,-0.1082,-0.441
2011-03-03,-0.3563,-0.094,-0.4504
2011-03-04,-0.3795,-0.0928,-0.4723
2011-03-07,-0.4041,-0.0985,-0.5026
2011-03-08,-0.4244,-0.0811,-0.5055
2011-03-09,-0.4402,-0.0634,-0.5036
2011-03-10,-0.4591,-0.0755,-0.5347
2011-03-11,-0.4736,-0.0578,-0.5314
2011-03-14,-0.4832,-0.0387,-0.5219
2011-03-15,-0.4931,-0.0394,-0.5325
2011-03-16,-0.511,-0.0716,-0.5826
2011-03-17,-0.532,-0.084,-0.616
2011-03-18,-0.5523,-0.0813,-0.6336
2011-03-21,-0.5614,-0.0364,-0.5978
2011-03-22,-0.5623,-0.0035,-0.5658
2011-03-23,-0.5528,0.0381,-0.5147
2011-03-24,-0.5317,0.0844,-0.4473
2011-03-25,-0.5062,0.1017,-0.4045
2011-03-28,-0.4816,0.0985,-0.3832
2011-03-29,-0.4564,0.1008,-0.3557
2011-03-30,-0.4292,0.1087,-0.3205
2011-03-31,-0.4048,0.0979,-0.3069
2011-04-01,-0.3809,0.0954,-0.2855
2011-04-04,-0.3567,0.0968,-0.2599
2011-04-05,-0.3291,0.1105,-0.2185
2011-04-06,-0.2941,0.1399,-0.1541
2011-04-07,-0.2549,0.1569,-0.0979
2011-04-08,-0.2165,0.1534,-0.0632
2011-04-11,-0.1817,0.1393,-0.0424
2011-04-12,-0.1559,0.1032,-0.0527
2011-04-13,-0.1369,0.0759,-0.061
2011-04-14,-0.1263,0.0427,-0.0836
2011-04-15,-0.1219,0.0176,-0.1043
2011-04-18,-0.126,-0.0165,-0.1425
2011-04-19,-0.1338,-0.0314,-0.1652
2011-04-20,-0.1335,0.0011,-0.1324
2011-04-21,-0.1317,0.0073,-0.1244
2011-04-25,-0.1273,0.0178,-0.1095
2011-04-26,-0.1119,0.0616,-0.0503
2011-04-27,-0.0872,0.0989,0.0118
2011-04-28,-0.0524,0.139,0.0866
2011-04-29,-0.0257,0.1069,0.0812
2011-05-02,-0.0095,0.0648,0.0554
2011-05-03,0.0017,0.0447,0.0464
2011-05-04,0.0131,0.0457,0.0588
2011-05-05,0.0198,0.0266,0.0464
2011-05-06,0.0243,0.0181,0.0424
2011-05-09,0.0266,0.0091,0.0357
2011-05-10,0.0247,-0.0075,0.0172
2011-05-11,0.0153,-0.0375,-0.0222
2011-05-12,0.0011,-0.057,-0.056
2011-05-13,-0.0201,-0.0848,-0.1049
2011-05-16,-0.0519,-0.1269,-0.1788
2011-05-17,-0.0892,-0.1494,-0.2386
2011-05-18,-0.1252,-0.144,-0.2692
2011-05-19,-0.1578,-0.1303,-0.2881
2011-05-20,-0.1898,-0.1278,-0.3176
2011-05-23,-0.2243,-0.1383,-0.3626
2011-05-24,-0.2585,-0.1368,-0.3953
2011-05-25,-0.2895,-0.1238,-0.4133
2011-05-26,-0.3085,-0.0759,-0.3843
2011-05-27,-0.3168,-0.0333,-0.3501
2011-05-31,-0.3133,0.014,-0.2993
2011-06-01,-0.3111,0.0087,-0.3024
2011-06-02,-0.3125,-0.0056,-0.3182
2011-06-03,-0.3204,-0.0316,-0.352
2011-06-06,-0.3296,-0.0365,-0.3661
2011-06-07,-0.3374,-0.0315,-0.369
2011-06-08,-0.3453,-0.0313,-0.3766
2011-06-09,-0.3516,-0.0252,-0.3767
2011-06-10,-0.3598,-0.033,-0.3928
2011-06-13,-0.3627,-0.0116,-0.3743
2011-06-14,-0.3584,0.0173,-0.3411
2011-06-15,-0.3566,0.0071,-0.3495
2011-06-16,-0.3517,0.0199,-0.3318
2011-06-17,-0.3399,0.0469,-0.293
2011-06-20,-0.3204,0.078,-0.2425
2011-06-21,-0.2917,0.1147,-0.177
2011-06-22,-0.2599,0.1274,-0.1325
2011-06-23,-0.2275,0.1298,-0.0977
2011-06-24,-0.2011,0.1055,-0.0956
2011-06-27,-0.1651,0.144,-0.0211
2011-06-28,-0.115,0.2003,0.0853
2011-06-29,-0.0613,0.2147,0.1534
2011-06-30,-0.002,0.2373,0.2353
2011-07-01,0.0581,0.2403,0.2984
2011-07-05,0.1155,0.2297,0.3452
2011-07-06,0.1728,0.2291,0.4019
2011-07-07,0.2336,0.2432,0.4769
2011-07-08,0.2953,0.2468,0.5421
2011-07-11,0.349,0.2149,0.5639
2011-07-12,0.3927,0.1747,0.5674
2011-07-13,0.4283,0.1425,0.5708
2011-07-14,0.4535,0.1007,0.5542
2011-07-15,0.4747,0.0849,0.5596
2011-07-18,0.4883,0.0541,0.5424
2011-07-19,0.5103,0.0881,0.5984
2011-07-20,0.5277,0.0696,0.5972
2011-07-21,0.5406,0.0517,0.5923
2011-07-22,0.5558,0.0606,0.6164
2011-07-25,0.5763,0.0822,0.6585
2011-07-26,0.6006,0.097,0.6976
2011-07-27,0.6125,0.0479,0.6604
2011-07-28,0.621,0.0339,0.6549
2011-07-29,0.6203,-0.0027,0.6176
2011-08-01,0.6105,-0.0395,0.5709
2011-08-02,0.5864,-0.096,0.4904
2011-08-03,0.5554,-0.1241,0.4313
2011-08-04,0.5047,-0.2028,0.3019
2011-08-05,0.439,-0.2627,0.1763
2011-08-08,0.3473,-0.3671,-0.0198
2011-08-09,0.2607,-0.3462,-0.0855
2011-08-10,0.1593,-0.4054,-0.2461
2011-08-11,0.0695,-0.3596,-0.2901
2011-08-12,-0.0101,-0.3183,-0.3285
2011-08-15,-0.0725,-0.2496,-0.3221
2011-08-16,-0.1232,-0.2029,-0.3262
2011-08-17,-0.1654,-0.1686,-0.334
2011-08-18,-0.2088,-0.1735,-0.3822
2011-08-19,-0.26,-0.2051,-0.4651
2011-08-22,-0.3141,-0.2162,-0.5303
2011-08-23,-0.3546,-0.1618,-0.5164
2011-08-24,-0.3807,-0.1045,-0.4852
2011-08-25,-0.4008,-0.0807,-0.4815
2011-08-26,-0.4045,-0.0145,-0.4189
2011-08-29,-0.3872,0.0691,-0.3181
2011-08-30,-0.3506,0.1463,-0.2043
2011-08-31,-0.2971,0.2138,-0.0833
2011-09-01,-0.2415,0.2228,-0.0187
2011-09-02,-0.1933,0.1927,-0.0006
2011-09-06,-0.1565,0.147,-0.0095
2011-09-07,-0.1207,0.1434,0.0227
2011-09-08,-0.0835,0.1487,0.0653
2011-09-09,-0.0549,0.1144,0.0595
2011-09-12,-0.0306,0.097,0.0664
2011-09-13,-0.0079,0.0908,0.0829
2011-09-14,0.02,0.1116,0.1316
2011-09-15,0.0575,0.1499,0.2074
2011-09-16,0.1009,0.1738,0.2747
2011-09-19,0.147,0.1845,0.3315
2011-09-20,0.1884,0.1655,0.3539
2011-09-21,0.2084,0.08,0.2885
2011-09-22,0.1987,-0.039,0.1597
2011-09-23,0.1704,-0.1133,0.057
2011-09-26,0.1375,-0.1313,0.0062
2011-09-27,0.107,-0.1223,-0.0153
2011-09-28,0.0776,-0.1172,-0.0396
2011-09-29,0.0485,-0.1166,-0.0681
2011-09-30,0.0119,-0.1463,-0.1344
2011-10-03,-0.0332,-0.1803,-0.2135
2011-10-04,-0.0682,-0.1402,-0.2084
2011-10-05,-0.0862,-0.072,-0.1582
2011-10-06,-0.0852,0.0041,-0.0811
2011-10-07,-0.0735,0.0465,-0.027
2011-10-10,-0.0447,0.1154,0.0708
2011-10-11,-0.0055,0.1568,0.1513
2011-10-12,0.0375,0.172,0.2095
2011-10-13,0.0841,0.1862,0.2703
2011-10-14,0.1317,0.1903,0.322
2011-10-17,0.1725,0.1632,0.3357
2011-10-18,0.2118,0.1572,0.3689
2011-10-19,0.2447,0.1317,0.3764
2011-10-20,0.2699,0.1009,0.3708
2011-10-21,0.2903,0.0815,0.3718
2011-10-24,0.3064,0.0643,0.3707
2011-10-25,0.3121,0.0231,0.3353
2011-10-26,0.3069,-0.0208,0.2862
2011-10-27,0.305,-0.0079,0.2971
2011-10-28,0.3001,-0.0194,0.2807
2011-10-31,0.2874,-0.0507,0.2368
2011-11-01,0.2597,-0.1111,0.1486
2011-11-02,0.2236,-0.1442,0.0794
2011-11-03,0.192,-0.1263,0.0658
2011-11-04,0.16,-0.128,0.032
2011-11-07,0.1378,-0.0888,0.0491
2011-11-08,0.1284,-0.0378,0.0906
2011-11-09,0.1118,-0.0663,0.0455
2011-11-10,0.0927,-0.0766,0.016
2011-11-11,0.0827,-0.0397,0.043
2011-11-14,0.0765,-0.0248,0.0517
2011-11-15,0.0725,-0.0161,0.0564
2011-11-16,0.0592,-0.0533,0.0059
2011-11-17,0.0321,-0.1081,-0.076
2011-11-18,-0.006,-0.1525,-0.1584
2011-11-21,-0.0538,-0.1913,-0.2451
2011-11-22,-0.1085,-0.2186,-0.327
2011-11-23,-0.1694,-0.2436,-0.413
2011-11-25,-0.2333,-0.2559,-0.4892
2011-11-28,-0.2862,-0.2116,-0.4979
2011-11-29,-0.3293,-0.1721,-0.5014
2011-11-30,-0.3513,-0.0881,-0.4394
2011-12-01,-0.363,-0.0467,-0.4097
2011-12-02,-0.3677,-0.0189,-0.3866
2011-12-05,-0.3593,0.0335,-0.3258
2011-12-06,-0.343,0.0653,-0.2776
2011-12-07,-0.3227,0.0812,-0.2415
2011-12-08,-0.3034,0.077,-0.2264
2011-12-09,-0.2804,0.0923,-0.1881
2011-12-12,-0.2585,0.0874,-0.1711
2011-12-13,-0.234,0.0981,-0.1358
2011-12-14,-0.2112,0.091,-0.1203
2011-12-15,-0.1908,0.0817,-0.1091
2011-12-16,-0.1654,0.1015,-0.064
2011-12-19,-0.1454,0.08,-0.0654
2011-12-20,-0.1216,0.0953,-0.0263
2011-12-21,-0.1006,0.0841,-0.0165
2011-12-22,-0.0814,0.0768,-0.0046
2011-12-23,-0.0606,0.0829,0.0223
2011-12-27,-0.0397,0.0836,0.0439
2011-12-28,-0.0232,0.066,0.0428
2011-12-29,-0.0071,0.0645,0.0574
2011-12-30,0.007,0.0564,0.0634
2012-01-03,0.0319,0.0997,0.1316
2012-01-04,0.0724,0.1618,0.2342
2012-01-05,0.1247,0.2095,0.3342
2012-01-06,0.1883,0.2543,0.4427
2012-01-09,0.2493,0.2441,0.4935
2012-01-10,0.3066,0.229,0.5357
2012-01-11,0.3559,0.1971,0.553
2012-01-12,0.4012,0.1814,0.5827
2012-01-13,0.4448,0.1744,0.6192
2012-01-17,0.4841,0.157,0.6411
2012-01-18,0.5171,0.132,0.649
2012-01-19,0.5415,0.0976,0.6391
2012-01-20,0.5833,0.1675,0.7508
2012-01-23,0.633,0.1984,0.8314
2012-01-24,0.6771,0.1768,0.8539
2012-01-25,0.7176,0.1618,0.8794
2012-01-26,0.751,0.1336,0.8846
2012-01-27,0.7722,0.0848,0.857
2012-01-30,0.7889,0.067,0.8559
2012-01-31,0.7989,0.04,0.839
2012-02-01,0.8081,0.0367,0.8448
2012-02-02,0.8154,0.0292,0.8446
2012-02-03,0.8239,0.034,0.8579
2012-02-06,0.8302,0.0252,0.8554
2012-02-07,0.8353,0.0203,0.8556
2012-02-08,0.8424,0.0284,0.8708
2012-02-09,0.8502,0.0313,0.8815
2012-02-10,0.8517,0.0062,0.8579
2012-02-13,0.8487,-0.0122,0.8364
2012-02-14,0.8357,-0.0519,0.7838
2012-02-15,0.8121,-0.0945,0.7176
2012-02-16,0.8009,-0.0448,0.7561
2012-02-17,0.7957,-0.0208,0.7749
2012-02-21,0.7957,0.0002,0.7959
2012-02-22,0.7945,-0.0048,0.7897
2012-02-23,0.7924,-0.0085,0.7839
2012-02-24,0.7898,-0.0106,0.7792
2012-02-27,0.783,-0.0268,0.7562
2012-02-28,0.7807,-0.0096,0.7711
2012-02-29,0.7772,-0.0137,0.7636
2012-03-01,0.7804,0.0125,0.7929
2012-03-02,0.7822,0.0074,0.7896
2012-03-05,0.777,-0.0208,0.7562
2012-03-06,0.762,-0.0602,0.7018
2012-03-07,0.7443,-0.0704,0.6739
2012-03-08,0.7271,-0.0691,0.6579
2012-03-09,0.7089,-0.0726,0.6363
2012-03-12,0.6904,-0.0742,0.6162
2012-03-13,0.681,-0.0374,0.6436
2012-03-14,0.678,-0.0122,0.6657
2012-03-15,0.6787,0.0031,0.6818
2012-03-16,0.6763,-0.0096,0.6668
2012-03-19,0.6642,-0.0487,0.6155
2012-03-20,0.6416,-0.0901,0.5515
2012-03-21,0.611,-0.1223,0.4887
2012-03-22,0.577,-0.1363,0.4407
2012-03-23,0.5414,-0.1421,0.3993
2012-03-26,0.5149,-0.1063,0.4086
2012-03-27,0.493,-0.0874,0.4056
2012-03-28,0.4689,-0.0966,0.3723
2012-03-29,0.4424,-0.106,0.3364
2012-03-30,0.4169,-0.1017,0.3152
2012-04-02,0.3931,-0.0953,0.2978
2012-04-03,0.3651,-0.1122,0.2529
2012-04-04,0.3234,-0.1668,0.1565
2012-04-05,0.2795,-0.1755,0.104
2012-04-09,0.2292,-0.2011,0.0282
2012-04-10,0.167,-0.2489,-0.0818
2012-04-11,0.0982,-0.2753,-0.1771
2012-04-12,0.0387,-0.2381,-0.1994
2012-04-13,-0.0146,-0.2132,-0.2278
2012-04-16,-0.0569,-0.1693,-0.2263
2012-04-17,-0.0842,-0.1092,-0.1934
2012-04-18,-0.1053,-0.0841,-0.1894
2012-04-19,-0.1231,-0.0713,-0.1944
2012-04-20,-0.1152,0.0315,-0.0837
2012-04-23,-0.0962,0.0762,-0.0199
2012-04-24,-0.0741,0.0884,0.0143
2012-04-25,-0.0466,0.1099,0.0633
2012-04-26,-0.0185,0.1123,0.0938
2012-04-27,0.0064,0.0998,0.1062
2012-04-30,0.0287,0.0889,0.1176
2012-05-01,0.0479,0.0768,0.1247
2012-05-02,0.0607,0.0514,0.1121
2012-05-03,0.0681,0.0297,0.0978
2012-05-04,0.0592,-0.0359,0.0233
2012-05-07,0.035,-0.0967,-0.0618
2012-05-08,0.0001,-0.1397,-0.1396
2012-05-09,-0.0356,-0.1427,-0.1783
2012-05-10,-0.0701,-0.138,-0.2081
2012-05-11,-0.0952,-0.1004,-0.1957
2012-05-14,-0.1206,-0.1014,-0.2219
2012-05-15,-0.152,-0.1255,-0.2775
2012-05-16,-0.1901,-0.1525,-0.3426
2012-05-17,-0.2329,-0.1712,-0.404
2012-05-18,-0.283,-0.2005,-0.4835
2012-05-21,-0.3268,-0.1751,-0.5019
2012-05-22,-0.3634,-0.1465,-0.5099
2012-05-23,-0.4031,-0.159,-0.5621
2012-05-24,-0.4425,-0.1574,-0.5998
2012-05-25,-0.4787,-0.1447,-0.6234
2012-05-29,-0.5019,-0.0929,-0.5948
2012-05-30,-0.5181,-0.065,-0.5832
2012-05-31,-0.5304,-0.049,-0.5794
2012-06-01,-0.5501,-0.0788,-0.6289
2012-06-04,-0.5706,-0.0819,-0.6525
2012-06-05,-0.5899,-0.0773,-0.6672
2012-06-06,-0.5926,-0.011,-0.6036
2012-06-07,-0.5854,0.0289,-0.5565
2012-06-08,-0.5643,0.0845,-0.4798
2012-06-11,-0.5463,0.0719,-0.4745
2012-06-12,-0.5237,0.0904,-0.4333
2012-06-13,-0.5008,0.0918,-0.409
2012-06-14,-0.4743,0.1059,-0.3684
2012-06-15,-0.4351,0.1568,-0.2782
2012-06-18,-0.3918,0.1731,-0.2188
2012-06-19,-0.3337,0.2326,-0.1011
2012-06-20,-0.2648,0.2754,0.0106
2012-06-21,-0.2049,0.2395,0.0346
2012-06-22,-0.1443,0.2424,0.0981
2012-06-25,-0.0995,0.1795,0.0801
2012-06-26,-0.0641,0.1415,0.0774
2012-06-27,-0.034,0.1204,0.0864
2012-06-28,-0.0128,0.0846,0.0718
2012-06-29,0.0125,0.1012,0.1137
2012-07-02,0.0385,0.1043,0.1429
2012-07-03,0.0668,0.1132,0.18
2012-07-05,0.0939,0.1084,0.2023
2012-07-06,0.1104,0.066,0.1764
2012-07-09,0.1162,0.0231,0.1393
2012-07-10,0.1106,-0.0226,0.0879
2012-07-11,0.0908,-0.0792,0.0116
2012-07-12,0.0522,-0.1541,-0.1018
2012-07-13,0.016,-0.1449,-0.1289
2012-07-16,-0.0161,-0.1285,-0.1446
2012-07-17,-0.0404,-0.0973,-0.1378
2012-07-18,-0.0459,-0.0219,-0.0678
2012-07-19,-0.0357,0.0407,0.0049
2012-07-20,-0.025,0.043,0.018
2012-07-23,-0.0277,-0.0109,-0.0386
2012-07-24,-0.0407,-0.0521,-0.0928
2012-07-25,-0.0646,-0.0953,-0.1598
2012-07-26,-0.0885,-0.0957,-0.1842
2012-07-27,-0.1015,-0.0521,-0.1537
